DOID:0014667	disease of metabolism	ENSPHENO:0001066	Metabolic syndrome	false	
ENSPHENO:0000949	Lung carcinoma	DOID:3905	lung carcinoma	false	
ENSPHENO:0000949	Lung carcinoma	DOID:3905	lung carcinoma	true	
ENSPHENO:0000979	MENKES DISEASE	DOID:1838	Menkes disease	false	
ENSPHENO:0000979	MENKES DISEASE	DOID:1838	Menkes disease	true	
ENSPHENO:0000991	METACHROMATIC LEUKODYSTROPHY	DOID:10581	metachromatic leukodystrophy	false	
ENSPHENO:0000991	METACHROMATIC LEUKODYSTROPHY	DOID:10581	metachromatic leukodystrophy	true	
ENSPHENO:0001015	MUCOPOLYSACCHARIDOSIS TYPE IIIB	DOID:12801	mucopolysaccharidosis III	false	
ENSPHENO:0001015	MUCOPOLYSACCHARIDOSIS TYPE IIIB	DOID:12801	mucopolysaccharidosis III	true	
ENSPHENO:0001018	MUCOPOLYSACCHARIDOSIS TYPE IVA	DOID:12804	mucopolysaccharidosis IV	false	
ENSPHENO:0001018	MUCOPOLYSACCHARIDOSIS TYPE IVA	DOID:12804	mucopolysaccharidosis IV	true	
ENSPHENO:0001040	MYELOMA MULTIPLE	DOID:9538	multiple myeloma	true	
ENSPHENO:0001049	Macular corneal dystrophy	DOID:2565	macular corneal dystrophy	false	
ENSPHENO:0001049	Macular corneal dystrophy	DOID:2565	macular corneal dystrophy	true	
ENSPHENO:0001051	Major depressive disorder	DOID:1470	major depressive disorder	false	
ENSPHENO:0001051	Major depressive disorder	DOID:1470	major depressive disorder	true	
ENSPHENO:0001055	Marfan syndrome	DOID:14323	Marfan syndrome	false	
ENSPHENO:0001055	Marfan syndrome	DOID:14323	Marfan syndrome	true	
ENSPHENO:0001062	Melanoma	DOID:1909	melanoma	false	
ENSPHENO:0001062	Melanoma	DOID:1909	melanoma	true	
ENSPHENO:0001066	Metabolic syndrome	DOID:0014667	disease of metabolism	false	
ENSPHENO:0001069	Methylmalonic aciduria type cblB	DOID:14749	methylmalonic acidemia	false	
ENSPHENO:0001069	Methylmalonic aciduria type cblB	DOID:14749	methylmalonic acidemia	true	
ENSPHENO:0001070	Migraine	DOID:6364	migraine	false	
ENSPHENO:0001070	Migraine	DOID:6364	migraine	true	
ENSPHENO:0001074	Mitochondrial complex IV deficiency	DOID:3762	cytochrome-c oxidase deficiency	false	
ENSPHENO:0001074	Mitochondrial complex IV deficiency	DOID:3762	cytochrome-c oxidase deficiency	true	
ENSPHENO:0001077	Moyamoya disease	DOID:13099	Moyamoya disease	false	
ENSPHENO:0001077	Moyamoya disease	DOID:13099	Moyamoya disease	true	
ENSPHENO:0001144	Multiple sclerosis	DOID:2377	multiple sclerosis	false	
ENSPHENO:0001144	Multiple sclerosis	DOID:2377	multiple sclerosis	true	
ENSPHENO:0001156	Myocardial infarction	DOID:5844	myocardial infarction	false	
ENSPHENO:0001156	Myocardial infarction	DOID:5844	myocardial infarction	true	
ENSPHENO:0001165	NEPHROLITHIASIS CALCIUM OXALATE	DOID:585	nephrolithiasis	false	
ENSPHENO:0001165	NEPHROLITHIASIS CALCIUM OXALATE	DOID:585	nephrolithiasis	true	
ENSPHENO:0001176	NIEMANN-PICK DISEASE TYPE A	DOID:14504	Niemann-Pick disease	false	
ENSPHENO:0001176	NIEMANN-PICK DISEASE TYPE A	DOID:14504	Niemann-Pick disease	true	
ENSPHENO:0001177	NIEMANN-PICK DISEASE TYPE B	DOID:14504	Niemann-Pick disease	false	
ENSPHENO:0001177	NIEMANN-PICK DISEASE TYPE B	DOID:14504	Niemann-Pick disease	true	
ENSPHENO:0001186	Narcolepsy	DOID:8986	narcolepsy	false	
ENSPHENO:0001186	Narcolepsy	DOID:8986	narcolepsy	true	
ENSPHENO:0001187	Nasopharyngeal carcinoma	DOID:9261	nasopharynx carcinoma	false	
ENSPHENO:0001187	Nasopharyngeal carcinoma	DOID:9261	nasopharynx carcinoma	true	
ENSPHENO:0001208	OBESITY SEVERE	DOID:11981	morbid obesity	false	
ENSPHENO:0001208	OBESITY SEVERE	DOID:11981	morbid obesity	true	
ENSPHENO:0001212	OCULOPHARYNGEAL MUSCULAR DYSTROPHY	DOID:11719	oculopharyngeal muscular dystrophy	false	
ENSPHENO:0001212	OCULOPHARYNGEAL MUSCULAR DYSTROPHY	DOID:11719	oculopharyngeal muscular dystrophy	true	
ENSPHENO:0001215	OMENN SYNDROME	DOID:0060010	Omenn syndrome	false	
ENSPHENO:0001215	OMENN SYNDROME	DOID:0060010	Omenn syndrome	true	
ENSPHENO:0001220	ORNITHINE TRANSCARBAMYLASE DEFICIENCY	DOID:9271	ornithine carbamoyltransferase deficiency	false	
ENSPHENO:0001220	ORNITHINE TRANSCARBAMYLASE DEFICIENCY	DOID:9271	ornithine carbamoyltransferase deficiency	true	
ENSPHENO:0001224	OSTEOGENESIS IMPERFECTA	DOID:12347	osteogenesis imperfecta	false	
ENSPHENO:0001224	OSTEOGENESIS IMPERFECTA	DOID:12347	osteogenesis imperfecta	true	
ENSPHENO:0001232	Obesity	DOID:9970	obesity	false	
ENSPHENO:0001232	Obesity	DOID:9970	obesity	true	
ENSPHENO:0001243	Osteoporosis	DOID:11476	osteoporosis	false	
ENSPHENO:0001243	Osteoporosis	DOID:11476	osteoporosis	true	
ENSPHENO:0001245	Ovarian cancer	DOID:2394	ovarian cancer	false	
ENSPHENO:0001245	Ovarian cancer	DOID:2394	ovarian cancer	true	
ENSPHENO:0001246	Ovarian hyperstimulation syndrome	DOID:5425	ovarian hyperstimulation syndrome	false	
ENSPHENO:0001246	Ovarian hyperstimulation syndrome	DOID:5425	ovarian hyperstimulation syndrome	true	
ENSPHENO:0001247	PACHYONYCHIA CONGENITA TYPE 1	DOID:0050449	pachyonychia congenita	false	
ENSPHENO:0001247	PACHYONYCHIA CONGENITA TYPE 1	DOID:0050449	pachyonychia congenita	true	
ENSPHENO:0001249	PAGET DISEASE OF BONE	DOID:5408	Paget's disease of bone	false	
ENSPHENO:0001249	PAGET DISEASE OF BONE	DOID:5408	Paget's disease of bone	true	
ENSPHENO:0001250	PALLISTER-HALL SYNDROME	DOID:9248	Pallister-Hall syndrome	false	
ENSPHENO:0001250	PALLISTER-HALL SYNDROME	DOID:9248	Pallister-Hall syndrome	true	
ENSPHENO:0001254	PAPILLON-LEFEVRE SYNDROME	DOID:3389	Papillon-Lefevre disease	false	
ENSPHENO:0001254	PAPILLON-LEFEVRE SYNDROME	DOID:3389	Papillon-Lefevre disease	true	
ENSPHENO:0001276	PITUITARY ADENOMA GROWTH HORMONE-SECRETING	DOID:6255	growth hormone secreting pituitary adenoma	true	
ENSPHENO:0001282	PORPHYRIA ACUTE INTERMITTENT	DOID:3890	acute intermittent porphyria	true	
ENSPHENO:0001301	Pachyonychia congenita type 1	DOID:0050449	pachyonychia congenita	false	
ENSPHENO:0001301	Pachyonychia congenita type 1	DOID:0050449	pachyonychia congenita	true	
ENSPHENO:0001302	Paget's disease	DOID:3443	mammary Paget's disease	false	
ENSPHENO:0001302	Paget's disease	DOID:3443	mammary Paget's disease	true	
ENSPHENO:0001305	Pancreatic cancer	DOID:1793	pancreatic cancer	false	
ENSPHENO:0001305	Pancreatic cancer	DOID:1793	pancreatic cancer	true	
ENSPHENO:0001306	Panic disorder	DOID:594	panic disorder	false	
ENSPHENO:0001306	Panic disorder	DOID:594	panic disorder	true	
ENSPHENO:0001307	Parkinson disease	DOID:14330	Parkinson's disease	false	
ENSPHENO:0001307	Parkinson disease	DOID:14330	Parkinson's disease	true	
ENSPHENO:0001309	Parkinson's disease	DOID:14330	Parkinson's disease	false	
ENSPHENO:0001309	Parkinson's disease	DOID:14330	Parkinson's disease	true	
ENSPHENO:0001314	Phenylketonuria	DOID:9281	phenylketonuria	false	
ENSPHENO:0001314	Phenylketonuria	DOID:9281	phenylketonuria	true	
ENSPHENO:0001329	Primary biliary cirrhosis	DOID:12236	primary biliary cirrhosis	false	
ENSPHENO:0001329	Primary biliary cirrhosis	DOID:12236	primary biliary cirrhosis	true	
ENSPHENO:0001332	Progressive Supranuclear Palsy	DOID:678	progressive supranuclear palsy	false	
ENSPHENO:0001332	Progressive Supranuclear Palsy	DOID:678	progressive supranuclear palsy	true	
ENSPHENO:0001334	Prostate cancer	DOID:10283	prostate cancer	false	
ENSPHENO:0001334	Prostate cancer	DOID:10283	prostate cancer	true	
ENSPHENO:0001334	Prostate cancer	DOID:10286	prostate carcinoma	false	
ENSPHENO:0001334	Prostate cancer	DOID:10286	prostate carcinoma	true	
ENSPHENO:0001337	Pseudoxanthoma elasticum	DOID:2738	pseudoxanthoma elasticum	false	
ENSPHENO:0001337	Pseudoxanthoma elasticum	DOID:2738	pseudoxanthoma elasticum	true	
ENSPHENO:0001338	Psoriasis	DOID:8893	psoriasis	false	
ENSPHENO:0001338	Psoriasis	DOID:8893	psoriasis	true	
ENSPHENO:0001339	Psoriatic arthritis	DOID:9008	psoriatic arthritis	false	
ENSPHENO:0001339	Psoriatic arthritis	DOID:9008	psoriatic arthritis	true	
ENSPHENO:0001348	Pycnodysostosis	DOID:0080038	pycnodysostosis	false	
ENSPHENO:0001348	Pycnodysostosis	DOID:0080038	pycnodysostosis	true	
ENSPHENO:0001349	Pyruvate carboxylase deficiency	DOID:3651	pyruvate carboxylase deficiency disease	true	
ENSPHENO:0001356	RENAL AGENESIS	DOID:14766	renal agenesis	false	
ENSPHENO:0001356	RENAL AGENESIS	DOID:14766	renal agenesis	true	
ENSPHENO:0001379	RETINOBLASTOMA	DOID:768	retinoblastoma	false	
ENSPHENO:0001379	RETINOBLASTOMA	DOID:768	retinoblastoma	true	
ENSPHENO:0001384	RIEGER ANOMALY	DOID:14686	Axenfeld-Rieger syndrome	false	
ENSPHENO:0001384	RIEGER ANOMALY	DOID:14686	Axenfeld-Rieger syndrome	true	
ENSPHENO:0001388	ROBERTS SYNDROME	DOID:5325	Roberts syndrome	false	
ENSPHENO:0001388	ROBERTS SYNDROME	DOID:5325	Roberts syndrome	true	
ENSPHENO:0001395	Renal cell carcinoma	DOID:4450	renal cell carcinoma	false	
ENSPHENO:0001395	Renal cell carcinoma	DOID:4450	renal cell carcinoma	true	
ENSPHENO:0001404	Restless Leg Syndrome	DOID:0050425	restless legs syndrome	true	
ENSPHENO:0001406	Restless legs syndrome	DOID:0050425	restless legs syndrome	false	
ENSPHENO:0001406	Restless legs syndrome	DOID:0050425	restless legs syndrome	true	
ENSPHENO:0001408	Rett syndrome	DOID:1206	Rett syndrome	false	
ENSPHENO:0001408	Rett syndrome	DOID:1206	Rett syndrome	true	
ENSPHENO:0001410	Rheumatoid arthritis	DOID:7148	rheumatoid arthritis	false	
ENSPHENO:0001410	Rheumatoid arthritis	DOID:7148	rheumatoid arthritis	true	
ENSPHENO:0001413	SAETHRE-CHOTZEN SYNDROME	DOID:14768	Saethre-Chotzen syndrome	false	
ENSPHENO:0001413	SAETHRE-CHOTZEN SYNDROME	DOID:14768	Saethre-Chotzen syndrome	true	
ENSPHENO:0001414	SANFILIPPO SYNDROME A	DOID:12801	mucopolysaccharidosis III	false	
ENSPHENO:0001414	SANFILIPPO SYNDROME A	DOID:12801	mucopolysaccharidosis III	true	
ENSPHENO:0001416	SC PHOCOMELIA SYNDROME	DOID:0050536	SC phocomelia syndrome	false	
ENSPHENO:0001416	SC PHOCOMELIA SYNDROME	DOID:0050536	SC phocomelia syndrome	true	
ENSPHENO:0001428	SEVERE COMBINED IMMUNODEFICIENCY X-LINKED	DOID:0060013	gamma chain deficiency	true	
ENSPHENO:0001434	SICKLE CELL ANEMIA	DOID:10923	sickle cell anemia	false	
ENSPHENO:0001434	SICKLE CELL ANEMIA	DOID:10923	sickle cell anemia	true	
ENSPHENO:0001451	SPINOCEREBELLAR ATAXIA 1	DOID:14784	olivopontocerebellar atrophy	false	
ENSPHENO:0001451	SPINOCEREBELLAR ATAXIA 1	DOID:14784	olivopontocerebellar atrophy	true	
ENSPHENO:0001468	SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY	DOID:0060175	succinic semialdehyde dehydrogenase deficiency	false	
ENSPHENO:0001468	SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY	DOID:0060175	succinic semialdehyde dehydrogenase deficiency	true	
ENSPHENO:0001477	Schizophrenia	DOID:5419	schizophrenia	false	
ENSPHENO:0001477	Schizophrenia	DOID:5419	schizophrenia	true	
ENSPHENO:0001503	Smith-Lemli-Opitz syndrome	DOID:14692	Smith-Lemli-Opitz syndrome	false	
ENSPHENO:0001503	Smith-Lemli-Opitz syndrome	DOID:14692	Smith-Lemli-Opitz syndrome	true	
ENSPHENO:0001512	Squamous cell carcinoma	DOID:1749	squamous cell carcinoma	false	
ENSPHENO:0001512	Squamous cell carcinoma	DOID:1749	squamous cell carcinoma	true	
ENSPHENO:0001514	Stroke	DOID:3455	cerebrovascular accident	false	
ENSPHENO:0001514	Stroke	DOID:3455	cerebrovascular accident	true	
ENSPHENO:0001524	Systemic lupus erythematosus	DOID:9074	systemic lupus erythematosus	false	
ENSPHENO:0001524	Systemic lupus erythematosus	DOID:9074	systemic lupus erythematosus	true	
ENSPHENO:0001525	Systemic sclerosis	DOID:418	systemic scleroderma	false	
ENSPHENO:0001525	Systemic sclerosis	DOID:418	systemic scleroderma	true	
ENSPHENO:0001527	TAY-SACHS DISEASE	DOID:3320	Tay-Sachs disease	false	
ENSPHENO:0001527	TAY-SACHS DISEASE	DOID:3320	Tay-Sachs disease	true	
ENSPHENO:0001537	THYROID CARCINOMA FAMILIAL MEDULLARY	DOID:0050547	familial medullary thyroid carcinoma	false	
ENSPHENO:0001537	THYROID CARCINOMA FAMILIAL MEDULLARY	DOID:0050547	familial medullary thyroid carcinoma	true	
ENSPHENO:0001549	TREACHER COLLINS SYNDROME	DOID:2908	Treacher Collins syndrome	false	
ENSPHENO:0001549	TREACHER COLLINS SYNDROME	DOID:2908	Treacher Collins syndrome	true	
ENSPHENO:0001550	TRICHORHINOPHALANGEAL SYNDROME TYPE I	DOID:14743	trichorhinophalangeal syndrome type I	false	
ENSPHENO:0001550	TRICHORHINOPHALANGEAL SYNDROME TYPE I	DOID:14743	trichorhinophalangeal syndrome type I	true	
ENSPHENO:0001552	TRITANOPIA	DOID:11661	blue color blindness	false	
ENSPHENO:0001552	TRITANOPIA	DOID:11661	blue color blindness	true	
ENSPHENO:0001562	Testicular germ cell cancer	DOID:5557	testicular germ cell cancer	false	
ENSPHENO:0001562	Testicular germ cell cancer	DOID:5557	testicular germ cell cancer	true	
ENSPHENO:0001564	Tetralogy of Fallot	DOID:6419	tetralogy of Fallot	false	
ENSPHENO:0001564	Tetralogy of Fallot	DOID:6419	tetralogy of Fallot	true	
ENSPHENO:0001573	Tuberculosis	DOID:399	tuberculosis	false	
ENSPHENO:0001573	Tuberculosis	DOID:399	tuberculosis	true	
ENSPHENO:0001602	Ulcerative colitis	DOID:8577	ulcerative colitis	false	
ENSPHENO:0001602	Ulcerative colitis	DOID:8577	ulcerative colitis	true	
ENSPHENO:0001605	Urinary bladder cancer	DOID:11054	urinary bladder cancer	false	
ENSPHENO:0001605	Urinary bladder cancer	DOID:11054	urinary bladder cancer	true	
ENSPHENO:0001608	Uterine fibroids	DOID:13223	uterine fibroid	true	
ENSPHENO:0001617	VON HIPPEL-LINDAU SYNDROME	DOID:14175	von Hippel-Lindau disease	false	
ENSPHENO:0001617	VON HIPPEL-LINDAU SYNDROME	DOID:14175	von Hippel-Lindau disease	true	
ENSPHENO:0001623	Vitiligo	DOID:12306	vitiligo	false	
ENSPHENO:0001623	Vitiligo	DOID:12306	vitiligo	true	
ENSPHENO:0001625	Von Hippel-Lindau disease	DOID:14175	von Hippel-Lindau disease	false	
ENSPHENO:0001625	Von Hippel-Lindau disease	DOID:14175	von Hippel-Lindau disease	true	
ENSPHENO:0001629	WHITE SPONGE NEVUS	DOID:0050448	hereditary mucosal leukokeratosis	false	
ENSPHENO:0001629	WHITE SPONGE NEVUS	DOID:0050448	hereditary mucosal leukokeratosis	true	
ENSPHENO:0001638	Wilson disease	DOID:893	Wilson disease	false	
ENSPHENO:0001638	Wilson disease	DOID:893	Wilson disease	true	
ENSPHENO:0001639	Wolfram syndrome	DOID:10632	Wolfram syndrome	false	
ENSPHENO:0001639	Wolfram syndrome	DOID:10632	Wolfram syndrome	true	
ENSPHENO:0001646	ZELLWEGER SYNDROME	DOID:905	Zellweger syndrome	false	
ENSPHENO:0001646	ZELLWEGER SYNDROME	DOID:905	Zellweger syndrome	true	
